filename,path,format,doc_type,page_count,image_page,contains_passport,is_edge_case,distortion,source_image
passport_normal_00066.docx,data\documents\docx\passport_normal\passport_normal_00066.docx,docx,passport_normal,3.0,1.0,1,0,none,aslessor_passport_0033.jpg
passport_edge_00067.pdf,data\documents\pdf\passport_edge\passport_edge_00067.pdf,pdf,passport_edge,4.0,1.0,1,1,rotated,aslessor_passport_0033.jpg
passport_normal_00068.docx,data\documents\docx\passport_normal\passport_normal_00068.docx,docx,passport_normal,2.0,1.0,1,0,none,aslessor_passport_0034.jpg
passport_edge_00069.pdf,data\documents\pdf\passport_edge\passport_edge_00069.pdf,pdf,passport_edge,4.0,2.0,1,1,photocopy,aslessor_passport_0034.jpg
passport_normal_00070.pdf,data\documents\pdf\passport_normal\passport_normal_00070.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0035.jpg
passport_edge_00071.pdf,data\documents\pdf\passport_edge\passport_edge_00071.pdf,pdf,passport_edge,3.0,2.0,1,1,blur,aslessor_passport_0035.jpg
passport_normal_00072.pdf,data\documents\pdf\passport_normal\passport_normal_00072.pdf,pdf,passport_normal,2.0,1.0,1,0,none,aslessor_passport_0036.jpg
passport_edge_00073.pdf,data\documents\pdf\passport_edge\passport_edge_00073.pdf,pdf,passport_edge,3.0,1.0,1,1,blur,aslessor_passport_0036.jpg
passport_normal_00074.pdf,data\documents\pdf\passport_normal\passport_normal_00074.pdf,pdf,passport_normal,3.0,1.0,1,0,gentle,aslessor_passport_0037.jpg
passport_edge_00075.pdf,data\documents\pdf\passport_edge\passport_edge_00075.pdf,pdf,passport_edge,3.0,2.0,1,1,shadow,aslessor_passport_0037.jpg
passport_normal_00076.docx,data\documents\docx\passport_normal\passport_normal_00076.docx,docx,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0038.jpg
passport_edge_00077.pdf,data\documents\pdf\passport_edge\passport_edge_00077.pdf,pdf,passport_edge,2.0,1.0,1,1,shadow,aslessor_passport_0038.jpg
passport_normal_00078.pdf,data\documents\pdf\passport_normal\passport_normal_00078.pdf,pdf,passport_normal,4.0,3.0,1,0,none,aslessor_passport_0039.jpg
passport_edge_00079.pdf,data\documents\pdf\passport_edge\passport_edge_00079.pdf,pdf,passport_edge,3.0,2.0,1,1,pixelated,aslessor_passport_0039.jpg
passport_normal_00080.docx,data\documents\docx\passport_normal\passport_normal_00080.docx,docx,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0040.jpg
passport_edge_00081.pdf,data\documents\pdf\passport_edge\passport_edge_00081.pdf,pdf,passport_edge,2.0,2.0,1,1,photocopy,aslessor_passport_0040.jpg
passport_normal_00082.pdf,data\documents\pdf\passport_normal\passport_normal_00082.pdf,pdf,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0041.jpg
passport_edge_00083.pdf,data\documents\pdf\passport_edge\passport_edge_00083.pdf,pdf,passport_edge,2.0,1.0,1,1,noise,aslessor_passport_0041.jpg
passport_normal_00084.pdf,data\documents\pdf\passport_normal\passport_normal_00084.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0042.jpg
passport_edge_00085.docx,data\documents\docx\passport_edge\passport_edge_00085.docx,docx,passport_edge,2.0,1.0,1,1,pixelated,aslessor_passport_0042.jpg
passport_normal_00086.pdf,data\documents\pdf\passport_normal\passport_normal_00086.pdf,pdf,passport_normal,4.0,2.0,1,0,gentle,aslessor_passport_0043.jpg
passport_edge_00087.pdf,data\documents\pdf\passport_edge\passport_edge_00087.pdf,pdf,passport_edge,4.0,3.0,1,1,photocopy,aslessor_passport_0043.jpg
passport_normal_00088.docx,data\documents\docx\passport_normal\passport_normal_00088.docx,docx,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0044.jpg
passport_edge_00089.pdf,data\documents\pdf\passport_edge\passport_edge_00089.pdf,pdf,passport_edge,3.0,3.0,1,1,shadow,aslessor_passport_0044.jpg
passport_normal_00090.pdf,data\documents\pdf\passport_normal\passport_normal_00090.pdf,pdf,passport_normal,2.0,2.0,1,0,none,aslessor_passport_0045.jpg
passport_edge_00091.pdf,data\documents\pdf\passport_edge\passport_edge_00091.pdf,pdf,passport_edge,3.0,3.0,1,1,rotated,aslessor_passport_0045.jpg
passport_normal_00092.pdf,data\documents\pdf\passport_normal\passport_normal_00092.pdf,pdf,passport_normal,4.0,4.0,1,0,gentle,aslessor_passport_0046.jpg
passport_edge_00093.pdf,data\documents\pdf\passport_edge\passport_edge_00093.pdf,pdf,passport_edge,3.0,1.0,1,1,rotated,aslessor_passport_0046.jpg
passport_normal_00094.docx,data\documents\docx\passport_normal\passport_normal_00094.docx,docx,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0047.jpg
passport_edge_00095.pdf,data\documents\pdf\passport_edge\passport_edge_00095.pdf,pdf,passport_edge,4.0,3.0,1,1,rotated,aslessor_passport_0047.jpg
passport_normal_00096.pdf,data\documents\pdf\passport_normal\passport_normal_00096.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0048.jpg
passport_edge_00097.pdf,data\documents\pdf\passport_edge\passport_edge_00097.pdf,pdf,passport_edge,2.0,1.0,1,1,photocopy,aslessor_passport_0048.jpg
passport_normal_00098.docx,data\documents\docx\passport_normal\passport_normal_00098.docx,docx,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0049.jpg
passport_edge_00099.pdf,data\documents\pdf\passport_edge\passport_edge_00099.pdf,pdf,passport_edge,3.0,2.0,1,1,pixelated,aslessor_passport_0049.jpg
passport_normal_00100.docx,data\documents\docx\passport_normal\passport_normal_00100.docx,docx,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0050.jpg
passport_edge_00101.pdf,data\documents\pdf\passport_edge\passport_edge_00101.pdf,pdf,passport_edge,3.0,3.0,1,1,shadow,aslessor_passport_0050.jpg
passport_normal_00102.pdf,data\documents\pdf\passport_normal\passport_normal_00102.pdf,pdf,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0051.jpg
passport_edge_00103.pdf,data\documents\pdf\passport_edge\passport_edge_00103.pdf,pdf,passport_edge,4.0,4.0,1,1,rotated,aslessor_passport_0051.jpg
passport_normal_00104.pdf,data\documents\pdf\passport_normal\passport_normal_00104.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0052.jpg
passport_edge_00105.pdf,data\documents\pdf\passport_edge\passport_edge_00105.pdf,pdf,passport_edge,4.0,4.0,1,1,pixelated,aslessor_passport_0052.jpg
passport_normal_00106.pdf,data\documents\pdf\passport_normal\passport_normal_00106.pdf,pdf,passport_normal,4.0,1.0,1,0,gentle,aslessor_passport_0053.jpg
passport_edge_00107.pdf,data\documents\pdf\passport_edge\passport_edge_00107.pdf,pdf,passport_edge,4.0,3.0,1,1,shadow,aslessor_passport_0053.jpg
passport_normal_00108.pdf,data\documents\pdf\passport_normal\passport_normal_00108.pdf,pdf,passport_normal,4.0,3.0,1,0,gentle,aslessor_passport_0054.jpg
passport_edge_00109.pdf,data\documents\pdf\passport_edge\passport_edge_00109.pdf,pdf,passport_edge,3.0,3.0,1,1,blur,aslessor_passport_0054.jpg
passport_normal_00110.docx,data\documents\docx\passport_normal\passport_normal_00110.docx,docx,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0055.jpg
passport_edge_00111.docx,data\documents\docx\passport_edge\passport_edge_00111.docx,docx,passport_edge,2.0,2.0,1,1,shadow,aslessor_passport_0055.jpg
passport_normal_00112.pdf,data\documents\pdf\passport_normal\passport_normal_00112.pdf,pdf,passport_normal,3.0,2.0,1,0,gentle,aslessor_passport_0056.jpg
passport_edge_00113.pdf,data\documents\pdf\passport_edge\passport_edge_00113.pdf,pdf,passport_edge,2.0,2.0,1,1,photocopy,aslessor_passport_0056.jpg
passport_normal_00114.pdf,data\documents\pdf\passport_normal\passport_normal_00114.pdf,pdf,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0057.jpg
passport_edge_00115.docx,data\documents\docx\passport_edge\passport_edge_00115.docx,docx,passport_edge,3.0,1.0,1,1,noise,aslessor_passport_0057.jpg
passport_normal_00116.pdf,data\documents\pdf\passport_normal\passport_normal_00116.pdf,pdf,passport_normal,3.0,2.0,1,0,gentle,aslessor_passport_0058.jpg
passport_edge_00117.pdf,data\documents\pdf\passport_edge\passport_edge_00117.pdf,pdf,passport_edge,2.0,2.0,1,1,rotated,aslessor_passport_0058.jpg
passport_normal_00118.pdf,data\documents\pdf\passport_normal\passport_normal_00118.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0059.jpg
passport_edge_00119.pdf,data\documents\pdf\passport_edge\passport_edge_00119.pdf,pdf,passport_edge,2.0,2.0,1,1,shadow,aslessor_passport_0059.jpg
passport_normal_00120.pdf,data\documents\pdf\passport_normal\passport_normal_00120.pdf,pdf,passport_normal,4.0,2.0,1,0,gentle,aslessor_passport_0060.jpg
passport_edge_00121.pdf,data\documents\pdf\passport_edge\passport_edge_00121.pdf,pdf,passport_edge,2.0,2.0,1,1,blur,aslessor_passport_0060.jpg
passport_normal_00122.pdf,data\documents\pdf\passport_normal\passport_normal_00122.pdf,pdf,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0061.jpg
passport_edge_00123.pdf,data\documents\pdf\passport_edge\passport_edge_00123.pdf,pdf,passport_edge,4.0,1.0,1,1,photocopy,aslessor_passport_0061.jpg
passport_normal_00124.pdf,data\documents\pdf\passport_normal\passport_normal_00124.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0062.jpg
passport_edge_00125.pdf,data\documents\pdf\passport_edge\passport_edge_00125.pdf,pdf,passport_edge,3.0,2.0,1,1,noise,aslessor_passport_0062.jpg
passport_normal_00126.pdf,data\documents\pdf\passport_normal\passport_normal_00126.pdf,pdf,passport_normal,4.0,3.0,1,0,gentle,aslessor_passport_0063.jpg
passport_edge_00127.pdf,data\documents\pdf\passport_edge\passport_edge_00127.pdf,pdf,passport_edge,4.0,4.0,1,1,pixelated,aslessor_passport_0063.jpg
passport_normal_00128.pdf,data\documents\pdf\passport_normal\passport_normal_00128.pdf,pdf,passport_normal,4.0,2.0,1,0,none,aslessor_passport_0064.jpg
passport_edge_00129.docx,data\documents\docx\passport_edge\passport_edge_00129.docx,docx,passport_edge,3.0,2.0,1,1,photocopy,aslessor_passport_0064.jpg
passport_normal_00130.pdf,data\documents\pdf\passport_normal\passport_normal_00130.pdf,pdf,passport_normal,3.0,2.0,1,0,gentle,aslessor_passport_0065.jpg
passport_edge_00131.docx,data\documents\docx\passport_edge\passport_edge_00131.docx,docx,passport_edge,2.0,2.0,1,1,shadow,aslessor_passport_0065.jpg
passport_normal_00132.pdf,data\documents\pdf\passport_normal\passport_normal_00132.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0066.jpg
passport_edge_00133.pdf,data\documents\pdf\passport_edge\passport_edge_00133.pdf,pdf,passport_edge,3.0,2.0,1,1,blur,aslessor_passport_0066.jpg
passport_normal_00134.pdf,data\documents\pdf\passport_normal\passport_normal_00134.pdf,pdf,passport_normal,3.0,1.0,1,0,gentle,aslessor_passport_0067.jpg
passport_edge_00135.pdf,data\documents\pdf\passport_edge\passport_edge_00135.pdf,pdf,passport_edge,4.0,2.0,1,1,noise,aslessor_passport_0067.jpg
passport_normal_00136.pdf,data\documents\pdf\passport_normal\passport_normal_00136.pdf,pdf,passport_normal,2.0,1.0,1,0,none,aslessor_passport_0068.jpg
passport_edge_00137.docx,data\documents\docx\passport_edge\passport_edge_00137.docx,docx,passport_edge,3.0,2.0,1,1,shadow,aslessor_passport_0068.jpg
passport_normal_00138.docx,data\documents\docx\passport_normal\passport_normal_00138.docx,docx,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0069.jpg
passport_edge_00139.pdf,data\documents\pdf\passport_edge\passport_edge_00139.pdf,pdf,passport_edge,2.0,1.0,1,1,photocopy,aslessor_passport_0069.jpg
passport_normal_00140.pdf,data\documents\pdf\passport_normal\passport_normal_00140.pdf,pdf,passport_normal,4.0,3.0,1,0,gentle,aslessor_passport_0070.jpg
passport_edge_00141.pdf,data\documents\pdf\passport_edge\passport_edge_00141.pdf,pdf,passport_edge,3.0,2.0,1,1,shadow,aslessor_passport_0070.jpg
passport_normal_00142.pdf,data\documents\pdf\passport_normal\passport_normal_00142.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0071.jpg
passport_edge_00143.pdf,data\documents\pdf\passport_edge\passport_edge_00143.pdf,pdf,passport_edge,3.0,2.0,1,1,pixelated,aslessor_passport_0071.jpg
passport_normal_00144.pdf,data\documents\pdf\passport_normal\passport_normal_00144.pdf,pdf,passport_normal,2.0,2.0,1,0,none,aslessor_passport_0072.jpg
passport_edge_00145.pdf,data\documents\pdf\passport_edge\passport_edge_00145.pdf,pdf,passport_edge,4.0,1.0,1,1,shadow,aslessor_passport_0072.jpg
passport_normal_00146.pdf,data\documents\pdf\passport_normal\passport_normal_00146.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0073.jpg
passport_edge_00147.pdf,data\documents\pdf\passport_edge\passport_edge_00147.pdf,pdf,passport_edge,4.0,2.0,1,1,blur,aslessor_passport_0073.jpg
passport_normal_00148.pdf,data\documents\pdf\passport_normal\passport_normal_00148.pdf,pdf,passport_normal,3.0,2.0,1,0,none,aslessor_passport_0074.jpg
passport_edge_00149.pdf,data\documents\pdf\passport_edge\passport_edge_00149.pdf,pdf,passport_edge,4.0,4.0,1,1,blur,aslessor_passport_0074.jpg
passport_normal_00150.pdf,data\documents\pdf\passport_normal\passport_normal_00150.pdf,pdf,passport_normal,3.0,1.0,1,0,gentle,aslessor_passport_0075.jpg
passport_edge_00151.pdf,data\documents\pdf\passport_edge\passport_edge_00151.pdf,pdf,passport_edge,2.0,2.0,1,1,photocopy,aslessor_passport_0075.jpg
passport_normal_00152.pdf,data\documents\pdf\passport_normal\passport_normal_00152.pdf,pdf,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0076.jpg
passport_edge_00153.docx,data\documents\docx\passport_edge\passport_edge_00153.docx,docx,passport_edge,3.0,3.0,1,1,shadow,aslessor_passport_0076.jpg
passport_normal_00154.pdf,data\documents\pdf\passport_normal\passport_normal_00154.pdf,pdf,passport_normal,3.0,1.0,1,0,gentle,aslessor_passport_0077.jpg
passport_edge_00155.pdf,data\documents\pdf\passport_edge\passport_edge_00155.pdf,pdf,passport_edge,3.0,2.0,1,1,photocopy,aslessor_passport_0077.jpg
passport_normal_00156.docx,data\documents\docx\passport_normal\passport_normal_00156.docx,docx,passport_normal,3.0,2.0,1,0,gentle,aslessor_passport_0078.jpg
passport_edge_00157.docx,data\documents\docx\passport_edge\passport_edge_00157.docx,docx,passport_edge,2.0,1.0,1,1,shadow,aslessor_passport_0078.jpg
passport_normal_00158.pdf,data\documents\pdf\passport_normal\passport_normal_00158.pdf,pdf,passport_normal,3.0,2.0,1,0,gentle,aslessor_passport_0079.jpg
passport_edge_00159.pdf,data\documents\pdf\passport_edge\passport_edge_00159.pdf,pdf,passport_edge,3.0,1.0,1,1,blur,aslessor_passport_0079.jpg
passport_normal_00160.docx,data\documents\docx\passport_normal\passport_normal_00160.docx,docx,passport_normal,2.0,1.0,1,0,none,aslessor_passport_0080.jpg
passport_edge_00161.docx,data\documents\docx\passport_edge\passport_edge_00161.docx,docx,passport_edge,2.0,1.0,1,1,blur,aslessor_passport_0080.jpg
passport_normal_00162.pdf,data\documents\pdf\passport_normal\passport_normal_00162.pdf,pdf,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0081.jpg
passport_edge_00163.pdf,data\documents\pdf\passport_edge\passport_edge_00163.pdf,pdf,passport_edge,4.0,1.0,1,1,photocopy,aslessor_passport_0081.jpg
passport_normal_00164.docx,data\documents\docx\passport_normal\passport_normal_00164.docx,docx,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0082.jpg
passport_edge_00165.docx,data\documents\docx\passport_edge\passport_edge_00165.docx,docx,passport_edge,2.0,1.0,1,1,photocopy,aslessor_passport_0082.jpg
passport_normal_00166.docx,data\documents\docx\passport_normal\passport_normal_00166.docx,docx,passport_normal,3.0,1.0,1,0,gentle,aslessor_passport_0083.jpg
passport_edge_00167.docx,data\documents\docx\passport_edge\passport_edge_00167.docx,docx,passport_edge,2.0,2.0,1,1,shadow,aslessor_passport_0083.jpg
passport_normal_00168.pdf,data\documents\pdf\passport_normal\passport_normal_00168.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0084.jpg
passport_edge_00169.pdf,data\documents\pdf\passport_edge\passport_edge_00169.pdf,pdf,passport_edge,3.0,1.0,1,1,noise,aslessor_passport_0084.jpg
passport_normal_00170.pdf,data\documents\pdf\passport_normal\passport_normal_00170.pdf,pdf,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0085.jpg
passport_edge_00171.pdf,data\documents\pdf\passport_edge\passport_edge_00171.pdf,pdf,passport_edge,3.0,3.0,1,1,shadow,aslessor_passport_0085.jpg
